year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20110101,-6.8,-10.4,-2.9,0.4,4010
20110102,-5.4,-8.5,-1.2,0,3988
20110103,-4.5,-8.5,-0.3,1.8,4202
20110104,-3.9,-7.4,-1.7,0,3792
20110105,-4,-7.7,-1.8,0,3792
20110106,-7.6,-9.8,-4.6,0.1,4137
20110107,-7,-10.6,-2.9,0,4220
20110108,-3.6,-8.2,0.1,0,4220
20110109,-7,-10.3,-0.3,0,4415
20110110,-8.2,-11.8,-4.6,0,4345
20110111,-5.4,-7.8,-2.7,0.4,4485
20110112,-8.2,-11.1,-4.9,0,4485
20110113,-5.9,-11.1,-0.6,0,4295
20110114,-3.8,-6.9,0.3,0.1,4525
20110115,-12.2,-15.7,-6.9,0.2,4662
20110116,-14.5,-17.8,-10.7,0.1,4658
20110117,-9.7,-14.1,-4.8,0,4530
20110118,-6.7,-10.8,-2.7,0,4530
20110119,-6.6,-10,-3.2,0,4488
20110120,-8.2,-10.5,-4.7,0,4252
20110121,-6.8,-9.7,-3.2,0,4307
20110122,-4.3,-7.1,-0.8,0,4480
20110123,-4.5,-7.1,-2.1,1.4,5015
20110124,-8.8,-10.9,-5.8,0.3,4872
20110125,-8.4,-11.9,-4.4,0,4788
20110126,-8.5,-10.7,-5.2,0,4260
20110127,-8.9,-11.5,-5.7,0,4363
20110128,-7.9,-10.5,-4.3,0,4215
20110129,-9.1,-11.5,-5.5,0.2,4050
20110130,-10.1,-13.6,-5.7,0.2,3967
20110131,-6.2,-12.7,-1.8,0,3778
20110201,-0.2,-4.2,5,0,3778
20110202,1.3,-2.8,7,0,4065
20110203,1.5,-1.3,4.9,0,4065
20110204,1.2,-0.5,3.5,0,4095
20110205,1.1,-0.8,5.5,0,4233
20110206,0.3,-2.1,2.7,0,4095
20110207,0.3,-2.8,4.2,0,3923
20110208,2.9,-0.5,8.5,1.3,3843
20110209,-1.2,-4.1,2.1,0,3495
20110210,-2.1,-5.6,2.7,0.3,3522
20110211,-2.9,-6.2,1.8,4.5,3833
20110212,-5.9,-9.2,-1.8,1.9,3907
20110213,-4.8,-9,-0.2,0,3852
20110214,-3.4,-6.7,-0.2,3.4,4095
20110215,-1.8,-5.5,2.9,0,4083
20110216,-0.6,-5,4.3,1.5,4112
20110217,0.9,-2,4.7,3.8,4023
20110218,1.6,-3,7.3,0,4153
20110219,1.4,-2.6,7,0,3940
20110220,5.3,-2.1,12.8,0,3873
20110221,6.2,1.4,12.3,0,3838
20110222,6.2,0.7,13,0,3803
20110223,5.6,0.6,12,0,3803
20110224,6.1,2.8,10.5,0,3920
20110225,2,-0.8,6.3,0,3825
20110226,6.2,-0.4,13.2,0.1,3825
20110227,4.2,1.8,7.4,43,3825
20110228,2.8,1,4.8,3.8,3733
20110301,0.5,-2.7,3.7,3.2,3332
20110302,-2.1,-4.2,1.6,0,3260
20110303,-2.1,-5.5,2.5,0,3260
20110304,0.1,-4.5,6,0,3117
20110305,2.1,-1.8,6.8,0,3100
20110306,3.4,1.2,7.4,0,3005
20110307,1.6,-1.2,5.8,0,3005
20110308,1.6,-2.3,6.2,0,3165
20110309,0.2,-2.4,4.4,0,3108
20110310,1.4,-3.4,4.9,0,3108
20110311,4.6,-0.3,9.8,0,2828
20110312,7.8,1.9,13.4,0,2656
20110313,10.7,8.5,16.2,0,2965
20110314,6.7,4.4,10.3,0,2940
20110315,1.5,-2.3,5.7,0,2912
20110316,-0.4,-3.1,3.2,0,2657
20110317,0.8,-3.5,6.1,0,2362
20110318,5.7,-1.5,12.5,0,2242
20110319,8.8,5.5,13.7,0,2242
20110320,6.9,2.9,11.4,15.2,2253
20110321,8,3.8,13,0.6,2357
20110322,1.8,-1,6.1,0.4,2357
20110323,2.2,-2.2,7.3,0,2228
20110324,2.9,0.1,8,2.8,1907
20110325,2.2,-0.8,6.5,0.3,1868
20110326,3.6,-0.6,8.6,0,1527
20110327,5.1,0.9,9.7,0,1527
20110328,5.2,3.1,8.4,0.4,1717
20110329,4.8,1.7,9.1,0,2213
20110330,7.3,2.3,13.6,0,2277
20110331,9.2,3.3,16.8,0,2160
20110401,9.1,4.3,14.9,0,2137
20110402,8.9,5.3,12.8,0.1,2080
20110403,9.6,4.9,15.5,2.6,1843
20110404,10.1,4.5,16.7,0,1838
20110405,10.7,5.1,17.1,0,1895
20110406,10.6,5.2,16.6,0.7,1895
20110407,9.6,8.5,10.7,17.1,1880
20110408,11.4,7.4,17.3,3.3,1600
20110409,9.9,6.8,15,0,1795
20110410,10.8,8.2,14.5,0.5,1743
20110411,10.4,6,15.4,2.7,1782
20110412,10.2,4.9,15.5,0,1782
20110413,11.3,5.7,17.4,0,1962
20110414,12.4,6.6,18.8,0,1840
20110415,12.2,9.4,19,0.1,1808
20110416,12.1,5.9,18.4,0.1,1792
20110417,12,8,18.4,0,1637
20110418,6.7,5.8,10.7,2.7,1637
20110419,10.8,6.6,16.2,0.7,1637
20110420,11.2,6.3,16.8,0,1677
20110421,13.5,8,18,0,1598
20110422,8.9,7.4,14.5,26.8,1633
20110423,9.7,6.1,14.2,0,1573
20110424,9.7,6.1,13.9,0.4,1610
20110425,11.3,7.2,15.7,0.3,1610
20110426,10.5,9.1,11.4,11.9,1610
20110427,11.4,8.7,14.2,2.4,1557
20110428,10.4,7.3,15.3,0.7,1557
20110429,13.2,7.3,18.4,0.6,1533
20110430,13,10.6,14.6,37.3,1512
20110501,12.5,9.9,15.7,2.3,1512
20110502,14.2,8.5,20.7,0,1555
20110503,15.3,11.9,20.6,0,1500
20110504,15.9,10.6,21.8,0,1458
20110505,17.5,12.7,23.7,0,1513
20110506,15.4,13.2,17.9,1.1,1513
20110507,14.5,11.5,21.8,1.2,1500
20110508,17.3,10.3,24.1,0,1490
20110509,17.6,14.6,22,5.7,1547
20110510,16.5,14.5,18.5,41.3,1565
20110511,17.2,14.4,21.1,46.4,1598
20110512,15.7,11.5,20.2,2.9,1978
20110513,14.6,10.3,20.6,0,1978
20110514,17.2,12.1,22.9,0,2163
20110515,17.2,13,22.9,0,2160
20110516,16.4,10.9,22.2,0,2160
20110517,17.5,11.6,22.8,0,2050
20110518,20.5,13.8,25.4,0,2050
20110519,20.7,18.8,23.6,0.1,2100
20110520,17.5,15.6,20.5,3.3,2088
20110521,14.5,12.6,17.7,4.4,2088
20110522,17.3,10.7,23.3,1.8,2012
20110523,19.5,15.3,25.9,3.5,1880
20110524,21.5,14.1,28,0,1992
20110525,22.7,16.7,28.2,0,1992
20110526,20.7,17.9,24,6.2,1822
20110527,20.1,15.6,24.5,0.7,1902
20110528,22.4,15.7,28.9,0,1818
20110529,24.4,18.4,31.2,0,1907
20110530,22.7,18.6,28.1,0,2002
20110531,18.7,15.4,23.7,2,2070
20110601,18,14.7,21.6,11.6,2153
20110602,19,15.1,24.7,0,2153
20110603,19,14.4,24.8,0,2245
20110604,18.7,15.8,24.6,0.1,2245
20110605,20.4,16.1,27.1,0,2060
20110606,20.9,15.3,26.9,0,2060
20110607,20.9,15.9,26.6,0,2172
20110608,22,18.2,27.5,0.4,2172
20110609,19.4,17.5,22,0.3,2172
20110610,21.4,17.8,24.3,2.8,2432
20110611,24,20.6,29.2,1.4,2432
20110612,23.4,19,30.2,0.8,2370
20110613,21,16.6,26.9,0.1,2370
20110614,22.8,16.8,29.5,0,2370
20110615,25.2,19.1,31.9,0.1,2513
20110616,26.5,20.3,32,0,2537
20110617,24.9,22.1,31.3,0,2457
20110618,24.5,20.8,28.9,1.5,2648
20110619,26.6,20.7,32.9,0,2530
20110620,26.6,22.7,32,0.8,3137
20110621,24.1,19.4,29.6,0.1,3220
20110622,22.7,20.9,24.9,22.1,2993
20110623,22,21.2,23.3,21.6,3303
20110624,19.7,18.6,21.6,52.1,3430
20110625,18.3,17.5,20,54.1,3282
20110626,19.2,17.2,21.6,48.3,3243
20110627,19.2,18.3,20.5,3.4,3098
20110628,24.1,18.2,29.7,4.7,2617
20110629,21,19.7,23.3,34,2567
20110630,23.8,21,27.9,19.4,2513
20110701,25.1,22.2,28.6,0.8,2528
20110702,24.7,22.7,26.8,2.1,2528
20110703,22.6,20.7,24.8,49.1,2140
20110704,22.5,18.9,28,9,2140
20110705,24.3,19,30.7,0,2350
20110706,25.6,20.4,31.2,4.2,2350
20110707,22.9,20.9,25.3,21.8,2275
20110708,22.4,20.6,24.6,22.6,2317
20110709,23.6,20.8,27.8,84.4,2418
20110710,24.2,21.4,28.4,57.2,2340
20110711,21.2,19.9,22.1,20.6,2188
20110712,22.8,20.9,25.6,30.7,1898
20110713,24.3,22.5,26.2,8.9,2048
20110714,23.6,22.3,24.6,20.4,2115
20110715,23.4,21.6,26,6.8,2115
20110716,22.8,21.2,25.3,9.3,2115
20110717,25.1,22.2,29.1,2.9,1987
20110718,28.7,24.4,34.1,0.1,2033
20110719,28.5,24.7,32.7,0.7,1978
20110720,27.6,23.6,32.6,0,1978
20110721,27.1,22.3,32.2,1.4,1978
20110722,24.1,21.4,26.6,3.6,1968
20110723,25.4,22.9,29.7,2.1,1968
20110724,24.8,22.8,27.9,14.1,1847
20110725,24.9,23.2,27.9,6,1865
20110726,24.8,21.1,29.3,17.5,1932
20110727,24,22.3,26.2,55.6,1785
20110728,24.7,22.8,26.3,12.1,1757
20110729,26.2,23.9,30.2,7.7,1757
20110730,27.2,24.4,30.5,6.5,1725
20110731,24.7,23.2,26.6,13.3,1752
20110801,25.6,23.3,29.2,33.6,1787
20110802,26.1,24.4,30.1,13,1787
20110803,25.4,23.7,28.1,9.3,1798
20110804,25.4,23.7,28,2.9,1798
20110805,28.9,23.4,34.1,0.1,1748
20110806,28.5,26.1,32.7,2.5,1612
20110807,28.7,24.9,33,32.9,1638
20110808,24.7,23.6,27.7,28.8,1638
20110809,26,24.4,28.7,35.9,1597
20110810,25.8,23.2,28.9,11.9,1597
20110811,26.6,24.5,29.9,5.9,1540
20110812,25.3,24.1,26.3,15.6,1540
20110813,25.3,23.9,26.6,6.4,1553
20110814,25,23.9,26.8,4.4,1520
20110815,24.5,22.9,26.9,1.7,1520
20110816,25,23.6,26.2,12.6,1703
20110817,23.7,22.8,24.6,25.6,1758
20110818,25.2,21.5,30.2,5.6,1758
20110819,24.4,21.7,29.2,3.5,1758
20110820,23.1,20.3,27,15,1668
20110821,24.4,18.7,31,2.9,1668
20110822,23.5,19.8,29.6,2,1678
20110823,24.3,18.1,30.5,3.3,1592
20110824,24.8,21.2,28.6,2,1533
20110825,25.7,21,30.5,0.4,1472
20110826,26.4,23.2,30.3,1.4,1480
20110827,27.6,23.5,31.2,0.8,1480
20110828,27.3,24.3,32,0,1480
20110829,26.8,24.5,29.9,1.4,1480
20110830,27.1,24.2,32.4,0.7,1475
20110831,27.9,23.6,32.8,0,1520
20110901,27,22.9,31.1,0,1518
20110902,26.9,22.9,32.4,0.5,1495
20110903,25.1,20.3,30.7,0.2,1495
20110904,23.7,19.4,30.2,2.1,1500
20110905,23.8,19.5,28.5,1.9,1978
20110906,23.4,18.8,28.7,0.1,1978
20110907,22.6,17.5,27.3,0,2163
20110908,22.3,20.4,25.8,0.1,2160
20110909,19.9,19,20.7,1.6,2160
20110910,21.5,18,26.4,16.2,2050
20110911,21.2,19.5,22.5,24.5,2050
20110912,23.3,20,27,4,2100
20110913,25,20.9,30.9,0.1,2088
20110914,24.4,22.8,28.1,0,2088
20110915,25.7,21.2,31.3,0,2012
20110916,25.6,21.7,31.2,0,1880
20110917,25.8,21.6,31,3.3,1992
20110918,21,17.5,26.4,3.6,1992
20110919,16.8,14.5,18.2,0.6,1822
20110920,17.7,13.4,23.2,0.1,1902
20110921,18.1,12.4,24,0,1818
20110922,18.1,11.9,24.6,0,1907
20110923,19.5,13.5,26,0,2002
20110924,19.6,14.4,25.9,0,2070
20110925,20,14.6,26.6,0,2153
20110926,21.2,14.8,27.7,0,2153
20110927,21.8,15.4,29.2,0,2245
20110928,19.8,16.6,23.5,0,2245
20110929,16.9,15.5,19.5,12.4,2060
20110930,14.8,10.3,18.6,0.2,2060
20111001,12.7,7.7,17.6,0,2172
20111002,13.3,9.6,18.1,0,2172
20111003,13.8,7.3,20.8,0,2172
20111004,14.9,8.4,21.2,0,2432
20111005,16.4,12.7,22,0,2432
20111006,16.5,12.7,20.2,0,2370
20111007,15.4,10.5,21.2,0,2370
20111008,16.2,10.4,22.5,0,2370
20111009,16.6,11.9,22.5,0,2513
20111010,16.9,12.4,21.8,0,2537
20111011,16.5,12.4,22.4,0,2457
20111012,14.7,10.7,18.7,0,2648
20111013,16.6,10.7,23.4,0,2530
20111014,14.4,12.7,15.7,9.8,3137
20111015,13,11.4,16.9,5.3,3220
20111016,14.8,11.1,20.1,0.4,2993
20111017,11.2,7,14.8,0,3303
20111018,9.4,3.9,15.4,0,3430
20111019,12.8,4.6,20.4,0,3282
20111020,15.5,11,20.9,0,3243
20111021,17.3,13.1,21,9.1,3098
20111022,17.1,14.4,21.7,22,2617
20111023,16.5,11.8,22.1,0,2567
20111024,12.3,7.1,15.3,1.9,2513
20111025,7.6,3.7,12.1,0,2528
20111026,9.5,3.1,15.3,0,2528
20111027,12.7,6.6,19.5,0,2140
20111028,14.5,11,19.8,0,2140
20111029,12,10.2,13.5,2.3,2350
20111030,14.8,10.7,20.8,0.3,2350
20111031,15,8.5,22.1,0,2275
20111101,16.1,9.9,22.6,0,2317
20111102,16.2,13.4,21.5,0.1,2418
20111103,16.8,10,24.3,0,2340
20111104,18.4,15.4,22.5,2.3,2188
20111105,19.9,16.4,25.9,21.1,1898
20111106,14.6,12.9,19.3,9,2048
20111107,15.1,12.5,18.8,0.3,2115
20111108,14.9,11.1,19.6,1.1,2115
20111109,14.5,12.5,18.4,0.8,2115
20111110,14.1,10.9,17,0.1,1987
20111111,12.5,11,14.7,1.9,2033
20111112,12,9.1,15.8,0,1978
20111113,11.3,6,15.8,0,1978
20111114,6.4,3.4,11,0,1978
20111115,7.2,3.4,11.6,0,1968
20111116,10.9,5.8,15.7,0,1968
20111117,13.6,10.5,16.3,1,1847
20111118,14.2,11.9,16.1,20.6,1865
20111119,10.6,3.5,15.5,6.3,1932
20111120,0.4,-2.2,3.7,0,1785
20111121,1.6,-2.6,6.3,0,1757
20111122,5.6,1.9,7.9,0.2,1757
20111123,2.8,-2.1,7.4,5.2,1725
20111124,-1.6,-5.5,2,0,1752
20111125,2.8,-0.5,7.2,0,1787
20111126,5.6,1.8,8.8,0,1787
20111127,13.5,8.7,15.3,0.1,1798
20111128,14.6,13.6,17,0.4,1798
20111129,11.3,9.2,13.6,2.4,1748
20111130,4.7,3,9.2,29.7,1612
20111201,5.8,4.3,9,1.6,1638
20111202,5.5,2.5,7.5,2.6,1638
20111203,5.3,3.7,9.1,7,1597
20111204,2.5,-0.3,6.3,0,1597
20111205,1.5,-2.1,5.9,0,1540
20111206,3.9,1.2,7.7,0.2,1540
20111207,4,2.3,5.7,0,1553
20111208,0.1,-3.7,3.7,1.7,1520
20111209,-2.7,-4.4,0.1,1.5,1520
20111210,-1.7,-4.9,1.4,0.5,1703
20111211,2.8,-1.7,6.3,0,1758
20111212,3.5,-0.1,6.4,0,1758
20111213,1.5,-3.1,7.4,0,1758
20111214,2.4,-1.1,7.2,0,1668
20111215,-3.9,-5.8,-0.9,0,1668
20111216,-7.1,-9.8,-3.5,0.5,1678
20111217,-5.8,-10.6,-1.6,0,1592
20111218,-2.4,-5,1.4,0,1533
20111219,-2.4,-6.7,1.9,0,1472
20111220,-0.3,-5.1,3.8,0,1480
20111221,1.9,-0.7,5.2,0.1,1480
20111222,-5.5,-8.7,1.1,0.1,1480
20111223,-5.4,-10.1,-1.1,0.3,1480
20111224,-5.2,-7.8,-3,0.8,1475
20111225,-7.1,-9.5,-3.5,0.1,1520
20111226,-7.1,-10.1,-3.5,0,1518
20111227,-4,-8.8,1.2,0,1527
20111228,-0.5,-4.1,2.2,0.1,1527
20111229,-1.7,-4.8,1.7,0.3,1652
20111230,-3,-6.4,1.9,0,1673
20111231,-1.9,-6,1.4,0,1698
20120101,-3,-6.9,0.4,0.4,1663
20120102,-4.8,-8.3,-1.2,0,1663
20120103,-4.5,-6.8,-0.2,0.7,1663
20120104,-7.4,-9.6,-4.3,0.8,1560
20120105,-5.7,-9.8,-1.3,0,1560
20120106,-2.8,-5.6,1.3,0,1622
20120107,-3.8,-8,2,0,1622
20120108,-2.5,-5.5,0.4,0,1637
20120109,-0.3,-1.8,2.7,0,1695
20120110,-2.5,-5.8,1.5,0,1808
20120111,-6,-8.1,-3.3,0,1770
20120112,-4.6,-10.3,-0.4,0,1868
20120113,-1.2,-4.1,2.6,0,2002
20120114,-1.5,-6.3,2.7,0,2073
20120115,-2.6,-4.7,0.3,0,2120
20120116,1,-5.1,7.8,2,2186
20120117,2.8,0,8.2,0.2,2374
20120118,1.4,-2.2,5.4,0.4,2414
20120119,5.3,1.4,8.4,5.9,2441
20120120,5.4,3.7,8.3,1.4,2471
20120121,2.4,-2.6,5.7,1.5,2446
20120122,-7.7,-11.6,-2.4,0,2301
20120123,-9.6,-12.2,-5.3,0,2301
20120124,-7.3,-11.8,-3.1,0.2,2224
20120125,-8.2,-11.6,-5,0.7,2227
20120126,-2.9,-8.5,1.8,0,2304
20120127,-0.9,-4.4,4.9,0.1,2306
20120128,-1.8,-6,3.1,0,2290
20120129,-2.8,-5.5,1.6,0,2306
20120130,-5.6,-8.8,-0.8,0,2306
20120131,-4.7,-8.5,-0.3,3.3,2176
20120201,-12.8,-15.3,-8.1,0.3,2077
20120202,-13.7,-17.1,-9.5,0.1,2077
20120203,-8.6,-14.5,-3.9,0,2161
20120204,-3,-5.2,1,0.1,2161
20120205,-0.9,-4.5,4.8,0,2199
20120206,0.9,-3.2,7,1.6,1987
20120207,-8.7,-11.5,-0.1,0,2000
20120208,-8,-12.1,-3.8,0.4,2003
20120209,-4.5,-9,-0.5,0.2,2017
20120210,-3.5,-6.9,1.7,0,2127
20120211,-3.8,-9.2,0.8,0,2181
20120212,-0.1,-5,4.8,0,2181
20120213,3.1,0.2,8.4,0.5,2181
20120214,3,-0.3,8.3,3.4,2211
20120215,-1.3,-4.1,3,0,2363
20120216,-2.8,-6.1,2.7,0,2363
20120217,-6.4,-8.8,-2.9,0.1,2390
20120218,-6.8,-9.6,-2.2,0.1,2373
20120219,-4.4,-9.6,1.3,0,2327
20120220,-0.2,-5.5,5.3,0,2261
20120221,2.3,-0.9,5.5,0.7,2144
20120222,5.8,-0.8,12.1,0,2146
20120223,4.4,1.1,8.2,0,2146
20120224,4.3,0.2,9.7,0.3,2117
20120225,1.2,-2.3,5,1,1954
20120226,-1.6,-4,3.2,0.6,1933
20120227,-0.7,-5.9,5.2,0,1904
20120228,2.1,-3.2,7.3,0.6,1919
20120229,5.4,-1.5,11.8,0.1,1801
20120301,8.7,4,14.6,0,1617
20120302,6.9,5.2,9.5,2.1,1631
20120303,6.9,2.7,12.9,0.5,1599
20120304,6.2,3,9.7,4.4,1611
20120305,5.3,3.1,8.5,15.7,1853
20120306,3,1.8,4.6,3.6,1670
20120307,3,-0.2,7.7,0,1639
20120308,2,-0.3,5.2,0,1639
20120309,3.4,-2.1,9.1,0.5,1731
20120310,3.9,1.3,8.9,0.1,1687
20120311,-2.4,-4.6,1.3,0,1687
20120312,-1.6,-5.7,3.2,0,1741
20120313,1.7,-3.5,6.6,0,1776
20120314,3.6,1.8,5.9,0,1787
20120315,5.5,-1.7,11.8,0,1863
20120316,8.1,5.7,12.9,5.4,1834
20120317,10.4,6.8,16.1,1.9,1814
20120318,6.9,2.2,11.5,1.2,1831
20120319,2.8,-0.5,7.2,0,1806
20120320,3.1,-1.9,8.3,0,1753
20120321,4.3,-0.5,10.4,0,1771
20120322,7.8,3.3,11.4,7.6,1786
20120323,5,2.3,9.7,19,1894
20120324,3.3,1.5,6.9,1.2,2110
20120325,3.6,0.9,7.7,0,2081
20120326,3.9,-0.2,8.7,0,2206
20120327,6.4,1,10.9,0,2319
20120328,10.1,6.4,15.8,0,2381
20120329,11.6,5.9,16.2,0.6,2234
20120330,9,5.8,11.9,25,2286
20120331,5.4,2.5,10.1,0.1,2450
20120401,4.6,0.6,9.4,0,2306
20120402,8.3,3.5,14.1,5.7,2279
20120403,4.9,1.1,9.4,24,2390
20120404,7.2,2.2,12.8,0,2456
20120405,6.7,3.1,12.2,0,2551
20120406,5.4,2.6,9.6,0,2694
20120407,5.9,0.6,12.4,0,2770
20120408,11.3,4.6,17.6,0,2793
20120409,15.4,10.7,22.4,0,2891
20120410,13.7,11.5,16.9,4.8,2929
20120411,12.2,9.1,17.4,2.2,3044
20120412,8.9,5.3,12.4,0,3044
20120413,10.3,7.4,15.1,0.7,3013
20120414,10.5,5.9,16.4,0,3010
20120415,13.4,6.9,21.7,0,2981
20120416,11.9,7.2,17.9,0,2951
20120417,13.6,7.5,19.7,0,2933
20120418,15.2,9.2,21.3,0,2927
20120419,17,12.2,24.3,1.9,2904
20120420,18.4,13.6,23.8,0.7,2976
20120421,11.4,9.5,16.3,57.6,2991
20120422,9.4,7.9,12,4.1,2991
20120423,12.9,9.1,17.3,0.1,3203
20120424,19.7,12.2,26.6,0,3317
20120425,15.1,10.5,20.7,28.6,3333
20120426,11.9,8,16.8,0.5,3331
20120427,15.2,7.8,22.3,0,3317
20120428,17,13.8,22.1,0,3326
20120429,19.9,14,26.3,0,3279
20120430,22.9,15.4,29.4,0.3,3301
20120501,22.6,17.3,28.3,5.6,3027
20120502,23.1,19,29.1,1.2,3027
20120503,20,17,25.4,1.5,3003
20120504,19.7,14.3,25.7,0.1,3006
20120505,18.8,13.5,24.9,0.1,2800
20120506,18.1,13.1,24.1,0,2881
20120507,18.5,12.2,24.9,0,2924
20120508,20.8,14.2,28,1.1,2924
20120509,20.7,15,27.4,0.1,3016
20120510,20.1,15.5,26.6,0.2,2724
20120511,16.2,13.2,19.2,0.1,2657
20120512,17.1,14.4,21.1,0,2561
20120513,19.1,14.8,25.2,0,2709
20120514,16.1,15.1,17.2,17.6,2694
20120515,16.9,13,22.7,0.5,2613
20120516,16.6,12.7,22,0.1,2686
20120517,16.6,13.9,20.5,1.3,2686
20120518,18.1,12,24.5,0,2654
20120519,19.5,13.1,25.8,0,2619
20120520,21.3,14.5,28.7,0,2637
20120521,23,17.2,28.9,0,2491
20120522,23.3,17.8,29.3,0,2460
20120523,22.1,18.3,27.8,0,2527
20120524,19.7,17,24,0.3,2667
20120525,20.5,16.2,26.6,0.3,2754
20120526,19.8,14.1,26.1,0,2890
20120527,19.3,17.1,23.4,0.3,2889
20120528,20.9,16.4,26,1.3,2919
20120529,21.6,18.8,25.4,0.1,2919
20120530,20.7,18.6,23.6,3.5,3057
20120531,20.9,16.6,27.2,1.1,3104
20120601,21.4,16.3,26.7,0,3104
20120602,23.1,19.2,28.8,1.5,3101
20120603,23.3,18,29.1,0,3299
20120604,23.7,18.6,29.1,0.2,3159
20120605,22.5,19.8,27.5,0,3094
20120606,23,19.1,28.9,0,3234
20120607,23,18.5,29.4,0,3269
20120608,22.2,19,27.9,7.7,3384
20120609,24.2,18.6,29.9,0,3586
20120610,23.7,20.8,28.7,1.1,3556
20120611,23.2,20.3,27.8,0.2,3556
20120612,22.6,19,28.9,2.2,3556
20120613,23.4,18.3,28.9,1.4,3503
20120614,24.8,19.3,31.7,0,3673
20120615,23.7,20.4,28,4.5,3737
20120616,23.5,20.2,29.9,0.3,3796
20120617,23.6,18.1,29.8,0,3773
20120618,24.9,20.1,30.2,3.3,3773
20120619,26,20.9,33.5,7.2,3966
20120620,25.4,21.3,31.3,0.2,3860
20120621,25.7,21.3,32.4,0.1,3860
20120622,24.3,21.3,29.3,0.1,3931
20120623,26.2,21.5,31.7,1,4003
20120624,27.8,23.6,32.8,0.8,3970
20120625,26.5,22.2,33.2,0,3970
20120626,24.6,20.6,30.8,0.4,3899
20120627,24.8,19.3,31,0.2,3827
20120628,25.3,20.9,29.6,0,3827
20120629,25.9,22,31,4.6,3827
20120630,21.9,20.2,23.7,37.4,4033
20120701,21.6,19.2,25.4,0.5,3899
20120702,24,21.7,29.8,0.1,3966
20120703,22.7,19.7,25.7,1.1,3816
20120704,24.4,22.6,27.4,0.3,3934
20120705,22.7,20.9,24.6,25.2,3863
20120706,20.9,19.9,21.8,64,3674
20120707,24.8,18.5,31,2.1,3661
20120708,25.8,21.4,30.7,0,3661
20120709,26.3,21.9,32.3,0,3621
20120710,25.9,21.7,29.1,6.4,3600
20120711,23.3,21,26.5,33.2,3484
20120712,24.7,21.1,28.5,0.8,3550
20120713,26.1,21.8,29.3,23.6,3546
20120714,22.8,20.4,26.2,25.1,3531
20120715,19.7,19.1,20.5,48.2,3460
20120716,21.7,19,25,0.6,3617
20120717,25.5,21.6,29,8,3741
20120718,26.3,24.7,28.4,14.1,3741
20120719,23.9,22.4,26.5,27.9,3681
20120720,25.6,22.1,29.7,0.2,3681
20120721,27.5,24.1,31.4,0.1,3681
20120722,27.2,23.7,30.4,3.9,3670
20120723,27.6,25.6,30.5,0.7,3636
20120724,27.8,25.5,32.1,0,3676
20120725,27.9,24.2,32.1,0,3707
20120726,28.1,24.3,32.6,0,3729
20120727,27.9,24.9,32.3,0,3543
20120728,28.5,25.2,33.2,0,3434
20120729,29.2,26.2,33.2,0,3543
20120730,28.4,23,31.6,1.2,3543
20120731,29,26.6,33,0.1,3506
20120801,30.8,25.9,35.3,0,3219
20120802,30.8,26.8,35.5,0.3,3219
20120803,31.3,27.1,35.4,0,3304
20120804,31.7,28.2,36.2,0,3276
20120805,31.8,27.5,36.7,0,3279
20120806,31.5,27.8,35.8,1.2,3143
20120807,30.7,26.6,35,0.2,3143
20120808,29.6,25.6,34.3,0,3143
20120809,29.7,26.6,34.6,0.2,3143
20120810,27.4,25.7,29,8,3143
20120811,27.7,24,31.8,0.8,3269
20120812,25.5,22.3,27.9,26.8,3269
20120813,26.6,22.1,32.1,35,3274
20120814,26.7,23.2,31.2,6.2,3274
20120815,23.7,22.4,27.1,42.8,3274
20120816,26,22.7,28.9,21.1,3384
20120817,27.5,24.3,32.2,2.7,3456
20120818,27.2,25.8,28.6,2.6,3507
20120819,27.9,26.3,30.8,1.5,3507
20120820,25.4,24,27.1,17.7,3447
20120821,25.3,23.5,28.7,17.4,3673
20120822,22,20.3,24.6,29.4,3673
20120823,23,20.5,25.7,38.5,3813
20120824,23.3,21.1,26.1,40.8,3727
20120825,25,21.5,28.9,3.4,3609
20120826,27.5,24.1,32.4,0,3609
20120827,28.5,24.5,32.9,1.9,3497
20120828,26.1,21.8,29.4,38.3,3564
20120829,25.7,21.7,29.1,2.6,3384
20120830,21.4,18.7,24.7,67.5,3343
20120831,23.8,18.7,28.4,1.7,2561
20120901,25.2,22.3,29.4,0.5,2709
20120902,25,20.8,29.5,0.3,2694
20120903,24.9,22.2,28.5,0.1,2613
20120904,22,19.7,24.4,23.3,2686
20120905,22.3,19.2,26.1,9.9,2686
20120906,21.6,16,27.1,0,2654
20120907,22.5,16.9,27.2,8.7,2619
20120908,20.2,17.7,23.7,33.3,2637
20120909,20.9,17.1,25,7.9,2491
20120910,23.2,17.8,28.3,10.4,2460
20120911,22.8,18.1,27.5,0,2527
20120912,21.6,19.6,24.8,0,2667
20120913,20,18.6,21.1,5.8,2754
20120914,19.4,17.3,21.8,4.3,2890
20120915,21,17,25.5,2.9,2889
20120916,19.9,17.5,22.1,46.6,2919
20120917,17.3,16,18.4,95.5,2919
20120918,20.9,17.7,24.6,0.1,3057
20120919,20.6,17.7,25.2,0.3,3104
20120920,20.1,15.6,24.7,0,3104
20120921,20.1,17.2,24.3,0,3101
20120922,20.7,15.2,26.4,0.1,3299
20120923,21.2,16.4,26.6,0,3159
20120924,21.5,16.1,27.5,0,3094
